movie_title,movie_id,imdb_link,imdb_score,movie_budget,release_day,release_month,release_year,duration,language,country,maturity_rating,aspect_ratio,distributor,nb_news_articles,director,actor1,actor1_star_meter,actor2,actor2_star_meter,actor3,actor3_star_meter,colour_film,genres,nb_faces,plot_keywords,action,adventure,scifi,thriller,musical,romance,western,sport,horror,drama,war,animation,crime,movie_meter_IMDBpro,cinematographer,production_company
From Dusk Till Dawn,12360,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,7.3,19000000,19,Jan,1996,108,English,USA,R,1.85,Dimension Films,1428,Robert Rodriguez,Quentin Tarantino,104,Salma Hayek,704,Cheech Marin,7667,Color,Crime|Fantasy|Horror,2,brother|human versus vampire|rapist|stripper|vampire,0,0,0,0,0,0,0,0,1,0,0,0,1,1342,Guillermo Navarro,Dimension Films
Ishtar,12384,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,4.2,51000000,15,May,1987,107,English,USA,PG-13,1.85,Columbia Pictures Corporation,93,Elaine May,Carol Kane,2973,Warren Beatty,3419,Isabelle Adjani,3842,Color,Action|Adventure|Comedy|Music|Thriller,2,cia|emir|hotel|map|morocco,1,1,0,1,1,0,0,0,0,0,0,0,0,18798,Vittorio Storaro,Columbia Pictures Corporation
Pound of Flesh,12425,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,5.1,7500000,7,May,2015,104,English,Canada,R,1.85,Automatic Entertainment,21,Ernie Barbarash,Darren Shahlavi,15204,Aki Aleong,50240,Brahim Achabbakhe,70746,Color,Action|Thriller,0,fighting|hand to hand combat|jujitsu|kickboxing|organ,1,0,0,1,0,0,0,0,0,0,0,0,0,16828,Cliff Hokanson,ACE Film Company
The Raid: Redemption,12443,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,7.6,1100000,13,Apr,2012,102,Indonesian,Indonesia,R,1.85,Celluloid Nightmares,2093,Gareth Evans,Iko Uwais,3326,Yayan Ruhian,12002,Donny Alamsyah,90687,Color,Action|Crime|Thriller,0,apartment|drug lord|gangster|police|swat team,1,0,0,1,0,0,0,0,0,0,0,0,1,2463,multiple,Pt. Merantau Films
Honey,12447,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,5.3,25000000,5,Dec,2003,94,English,USA,PG-13,1.85,Universal Pictures,260,Bille Woodruff,Christian Monzon,74431,Mekhi Phifer,4606,Romeo Miller,13579,Color,Drama|Music|Romance,2,choreographer|dance|dancer|dancing|hip hop,0,0,0,0,1,1,0,0,0,1,0,0,0,6360,John R. Leonetti,Universal Pictures
Breakfast of Champions,12459,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,4.6,12000000,15,May,1999,110,English,USA,R,1.85,Buena Vista Pictures,49,Alan Rudolph,Bruce Willis,254,Albert Finney,2359,Omar Epps,3935,Color,Comedy,1,breakfast|manitoba|science fiction writer|suicide|writer,0,0,0,0,0,0,0,0,0,0,0,0,0,23042,Elliot Davis,Flying Heart Films
Freddy's Dead: The Final Nightmare,12484,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,4.9,8500000,13,Sep,1991,93,English,USA,R,1.85,New Line Cinema,73,Rachel Talalay,Johnny Depp,121,Tom Arnold,6535,Yaphet Kotto,7038,Color,Comedy|Fantasy|Horror|Thriller,0,dark comedy|dream|freddy krueger|nightmare|serial murder,0,0,0,1,0,0,0,0,1,0,0,0,0,6294,Declan Quinn,New Line Cinema
Red Lights,12498,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,6.2,14000000,20,Jan,2012,114,English,Spain,R,2.35,Parlay Films,664,Rodrigo Corts,Robert De Niro,379,Toby Jones,2038,Craig Roberts,4218,Color,Drama|Horror|Mystery|Thriller,2,fraud|physicist|psychic|skeptic|tailing,0,0,0,1,0,0,0,0,1,1,0,0,0,9176,Xavi Gimenez,Millennium Films
Half Nelson,12536,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,7.2,700000,22,Sep,2006,106,English,USA,R,1.85,THINKFilm,852,Ryan Fleck,Ryan Gosling,215,Tristan Mack Wilds,8665,Jeff Lima,42430,Color,Drama,2,bathroom|classroom|dialectics|drugs|student,0,0,0,0,0,0,0,0,0,1,0,0,0,6632,Andrij Parekh,Hunting Lane Films
Isn't She Great,12551,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,5.3,36000000,28,Jan,2000,95,English,USA,R,1.85,Universal Pictures Home Entertainment (UPHE),6,Andrew Bergman,Stockard Channing,2799,Nathan Lane,4955,John Larroquette,5950,Color,Biography|Comedy|Romance,0,autistic son|cancer|female protagonist|new york city|son,0,0,0,0,0,1,0,0,0,0,0,0,0,43201,Karl Walter Lindenlaub,British Broadcasting Corporation (BBC)
Disaster Movie,12558,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,1.9,25000000,29,Aug,2008,88,English,USA,PG-13,1.85,Summit Entertainment,725,Jason Friedberg,Carmen Electra,3320,Tony Cox,11546,Ike Barinholtz,1326,Color,Comedy,0,disaster|glass|mousetrap|natural disaster|scatological humor,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,Shawn Maurer,Lionsgate
Madison,12561,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,6.5,13500000,22,Apr,2005,94,English,USA,PG,2.35,Sony Pictures Home Entertainment,22,William Bindley,Bruce Dern,1181,Jake Lloyd,5540,William Shockley,8085,Color,Drama|Sport,0,boat racing|hydroplane|loyalty|one word title|scolding,0,0,0,0,0,0,0,1,0,1,0,0,0,34768,James Glennon,Addison Street Films
Journey to the Center of the Earth,12576,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,5.8,45000000,11,Jul,2008,93,English,USA,PG,1.85,Warner Bros.,1063,Eric Brevig,Josh Hutcherson,1259,Brendan Fraser,327,Anita Briem,3377,Color,Action|Adventure|Family|Fantasy|Sci-Fi,0,cave|lost world|missing brother|mountain|venus flytrap,1,1,1,0,0,0,0,0,0,0,0,0,0,2851,Chuck Shuman,New Line Cinema
You Only Live Twice,12590,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,6.9,9500000,13,Jun,1967,117,English,UK,Approved,2.35,United Artists,441,Lewis Gilbert,Donald Pleasence,1160,Burt Kwouk,18606,Desmond Llewelyn,8347,Color,Action|Adventure|Thriller,0,faked death|japan|japanese|poison|secret headquarters,1,1,0,1,0,0,0,0,0,0,0,0,0,3815,Freddie Young,Eon Productions
Ri¢hie Ri¢h,12612,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,5.2,40000000,21,Dec,1994,95,English,USA,PG,1.85,Warner Bros.,33,Donald Petrie,Macaulay Culkin,1578,John Larroquette,5950,Jonathan Hyde,4388,Color,Comedy|Family,1,attempted murder|based on comic book|escape from prison|lost at sea|wealth,0,0,0,0,0,0,0,0,0,0,0,0,0,6490,Don Burgess,Warner Bros.
The Haunting in Connecticut 2: Ghosts of Georgia,12648,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,5.3,9000000,1,Feb,2013,101,English,USA,R,2.35,Lionsgate,106,Tom Elkins,Abigail Spencer,741,Cicely Tyson,5803,Brad James,23324,Color,Drama|Horror|Mystery|Thriller,0,daughter|georgia|mother|slave|trailer,0,0,0,1,0,0,0,0,1,1,0,0,0,14220,Yaron Levy,Gold Circle Films
Diamonds Are Forever,12669,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,6.7,7200000,17,Dec,1971,120,English,UK,GP,2.35,United Artists,517,Guy Hamilton,Desmond Llewelyn,8347,Lois Maxwell,6764,Jill St. John,3619,Color,Action|Adventure|Thriller,2,cat|diamond|ford mustang|james bond 007|yanked off bikini top,1,1,0,1,0,0,0,0,0,0,0,0,0,3446,Ted Moore,Eon Productions
April Fool's Day,12670,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,6.2,5000000,28,Mar,1986,89,English,USA,R,2.35,Paramount Pictures,4,Fred Walton,Thomas F. Wilson,3149,Deborah Foreman,5896,Clayton Rohner,7662,Color,Horror|Mystery,0,april fool's day|island|mansion|psycho|secret,0,0,0,0,0,0,0,0,1,0,0,0,0,9329,Charles Minsky,Paramount Pictures
The Color Purple,12674,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,7.8,15000000,7,Feb,1986,154,English,USA,PG-13,1.85,Warner Bros.,1199,Steven Spielberg,Oprah Winfrey,4340,Rae Dawn Chong,1153,Dana Ivey,6762,Color,Drama,0,book strap|girl|racial discrimination|racial tension|stereotype,0,0,0,0,0,0,0,0,0,1,0,0,0,2729,Allen Daviau,Amblin Entertainment
Albert Nobbs,12677,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,6.7,8000000,2,Sep,2011,113,English,UK,R,2.35,WestEnd Films,1566,Rodrigo García,Mia Wasikowska,1470,Michael McElhatton,9370,Mark Williams,4957,Color,Drama,3,19th century|hotel|painter|waiter|woman pretending to be a man,0,0,0,0,0,0,0,0,0,1,0,0,0,8528,Michael McDonough,Mockingbird Pictures
Get on Up,12688,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,6.9,30000000,1,Aug,2014,139,English,USA,PG-13,1.85,Universal Pictures,858,Tate Taylor,Tika Sumpter,2121,Josh Hopkins,7667,Aunjanue Ellis,6429,Color,Biography|Drama|Music,0,1970s|1980s|african american|breaking the fourth wall|mother son relationship,0,0,0,0,1,0,0,0,0,1,0,0,0,10633,Stephen Goldblatt,Imagine Entertainment
Alone in the Dark,12689,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,2.3,20000000,28,Jan,2005,94,English,Canada,R,2.35,Lions Gate Films,292,Uwe Boll,Catherine Lough Haggquist,21608,Darren Shahlavi,15204,Karin Konoval,14414,Color,Horror|Sci-Fi,0,artifact|creature|darkness|demon|museum,0,0,1,0,0,0,0,0,1,0,0,0,0,8194,Mathias Neumann,AITD Productions
Imagine Me & You,12699,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,6.9,7900000,27,Jan,2006,90,English,UK,R,2.35,Fox Searchlight Pictures,3,Ol Parker,Celia Imrie,1706,Ben Miles,6325,Darren Boyd,1201,Color,Comedy|Drama|Romance,0,florist|friend|friendship|lesbian|love,0,0,0,0,0,1,0,0,0,1,0,0,0,4613,Ben Davis,BBC Films
Oldboy,12701,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,8.4,3000000,27,Nov,2013,120,Korean,South Korea,R,2.35,Good Universe,2276,Chan-wook Park,Min-sik Choi,8612,Ji-tae Yu,24742,Hye-jeong Kang,24098,Color,Drama|Mystery|Thriller,0,brother sister relationship|hypnosis|imprisonment|love|revenge,0,0,0,1,0,0,0,0,0,1,0,0,0,2037,Sean Bobbitt,Good Universe
Doctor Zhivago,12712,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,8,11000000,10,Dec,1965,200,English,USA,PG-13,2.35,Metro-Goldwyn-Mayer (MGM),405,David Lean,Julie Christie,3024,Klaus Kinski,6050,Geraldine Chaplin,1981,Color,Drama|Romance|War,2,bolshevik|poet|poetry|russia|russian revolution,0,0,0,0,0,1,0,0,0,1,1,0,0,3676,Freddie Young,Metro-Goldwyn-Mayer (MGM)
Up in the Air,12768,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,7.4,25000000,23,Dec,2009,108,English,USA,R,1.85,Paramount Pictures,4922,Jason Reitman,J.K. Simmons,1304,Anna Kendrick,54,Chris Lowell,3684,Color,Drama|Romance,0,airport|business trip|downsizing|on the road|travel,0,0,0,0,0,1,0,0,0,1,0,0,0,1698,Eric Steelberg,Paramount Pictures
Boyz n the Hood,12777,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,7.8,6000000,12,Jul,1991,112,English,USA,R,1.85,Columbia Pictures Corporation,514,John Singleton,John Cothran,27042,Lloyd Avery II,27228,Na'Blonka Durden,275668,Color,Crime|Drama,2,drugs|escape|football|friend|violence,0,0,0,0,0,0,0,0,0,1,0,0,1,3592,Charles Mills,Columbia Pictures Corporation
Joy Ride,12791,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,6.6,23000000,5,Oct,2001,97,English,USA,R,2.35,Twentieth Century Fox,174,John Dahl,Paul Walker,1737,Jessica Bowman,17596,Dell Yount,138238,Color,Mystery|Thriller,2,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,0,0,0,1,0,0,0,0,0,0,0,0,0,4885,Jeffrey Jur,Regency Enterprises
Twixt,12830,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,4.8,7000000,28,Apr,2012,88,English,USA,R,1.85,20th Century Fox Home Entertainment,544,Francis Ford Coppola,Alden Ehrenreich,80,Bruce Dern,1181,Joanne Whalley,1583,Color,Comedy|Fantasy|Horror|Mystery,0,ghost|hotel|murder|stake|what happened to epilogue,0,0,0,0,0,0,0,0,1,0,0,0,0,9597,Mihai Malaimare Jr.,American Zoetrope
Small Soldiers,12864,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,6.1,40000000,10,Jul,1998,108,English,USA,PG-13,2.35,DreamWorks Distribution,206,Joe Dante,Kirsten Dunst,345,Denis Leary,4915,Robert Picardo,5620,Color,Action|Adventure|Comedy|Family|Sci-Fi,0,action figure|battle|computer|military|toy,1,1,1,0,0,0,0,0,0,0,0,0,0,3919,Jamie Anderson,Universal Pictures
An Alan Smithee Film: Burn Hollywood Burn,12868,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,3.5,10000000,23,Oct,1997,86,English,USA,R,1.85,Buena Vista Pictures,21,Arthur Hiller,Eric Idle,7361,Harvey Weinstein,3627,Ryan O'Neal,4841,Color,Comedy,0,box office flop|critically bashed|director|hollywood|mockumentary,0,0,0,0,0,0,0,0,0,0,0,0,0,31684,Reynaldo Villalobos,Cinergi Pictures Entertainment
Victor Frankenstein,12871,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,6,40000000,25,Nov,2015,110,English,USA,PG-13,2.35,Twentieth Century Fox,617,Paul McGuigan,Daniel Radcliffe,453,Spencer Wilding,13335,Daniel Mays,5391,Color,Drama|Horror|Sci-Fi|Thriller,2,assistant|experiment|frankenstein|medical student|scientist,0,0,1,1,0,0,0,0,1,1,0,0,0,4930,Fabian Wagner,Davis Entertainment
Aliens vs. Predator: Requiem,12911,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,4.7,40000000,25,Dec,2007,102,English,USA,R,2.35,Twentieth Century Fox,136,Colin Strause,Sam Trammell,6955,Johnny Lewis,4845,Ian Whyte,5473,Color,Action|Horror|Sci-Fi|Thriller,0,alien|escape|hunting|hybrid|predator,1,0,1,1,0,0,0,0,1,0,0,0,0,992,Daniel Pearl,Twentieth Century Fox
Quest for Fire,12945,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,7.4,12500000,12,Feb,1982,100,None,Canada,R,2.35,Films sans FrontiÌÄå¬res,31,Jean-Jacques Annaud,Rae Dawn Chong,1153,Everett McGill,6876,Gary Schwartz,30057,Color,Adventure|Drama|History,0,fire|prehistoric times|primitive|tribe|trio,0,1,0,0,0,0,0,0,0,1,0,0,0,6820,Claude Agostini,International Cinema Corporation (ICC)
The Guru,12950,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,5.4,11000000,14,Feb,2003,94,English,UK,R,1.85,Universal Pictures,35,Daisy von Scherler Mayer,Michael McKean,2690,Dash Mihok,6228,Jimi Mistry,16531,Color,Comedy|Music|Romance,3,bollywood|illegal immigrant|live television|restaurant|waiter,0,0,0,0,1,1,0,0,0,0,0,0,0,21201,John de Borman,Universal Pictures
The Tailor of Panama,12968,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,6.1,18000000,30,Mar,2001,109,English,USA,R,2.35,Columbia Pictures Corporation,63,John Boorman,Daniel Radcliffe,453,Jamie Lee Curtis,135,Mark Margolis,2586,Color,Drama|Thriller,0,canal|panama|president|spy|tailor,0,0,0,1,0,0,0,0,0,1,0,0,0,11433,Philippe Rousselot,Columbia Pictures Corporation
Trainspotting,12985,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,8.2,3500000,9,Aug,1996,94,English,UK,R,1.85,Miramax Home Entertainment,2185,Danny Boyle,Kelly Macdonald,628,Shirley Henderson,2285,Ewen Bremner,3474,Color,Drama,4,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,0,0,0,0,0,0,0,0,0,1,0,0,0,1280,Brian Tufano,Channel Four Films
Centurion,13024,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,6.4,12000000,30,Jul,2010,97,English,UK,R,2.35,Path Pictures International,950,Neil Marshall,Michael Fassbender,327,JJ Feild,3527,Dave Legeno,12080,Color,Action|Adventure|Drama|History|Thriller|War,0,mushroom|mute|roman soldier|screaming|wood carving,1,1,0,1,0,0,0,0,0,1,1,0,0,4310,Sam McCurdy,Path Pictures International
The Prestige,13050,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,8.5,40000000,20,Oct,2006,130,English,USA,PG-13,2.35,AMBI Group,1154,Christopher Nolan,Christian Bale,49,Hugh Jackman,336,Scarlett Johansson,114,Color,Drama|Mystery|Sci-Fi|Thriller,1,illusion|magician|obsession|rivalry|secret,0,0,1,1,0,0,0,0,0,1,0,0,0,648,Wally Pfister,Touchstone Pictures
Into the Blue,13063,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,5.8,50000000,30,Sep,2005,110,English,USA,PG-13,2.35,Sony Pictures Releasing,292,John Stockwell,Paul Walker,1737,James Frain,3417,Ashley Scott,3184,Color,Action|Adventure|Crime|Thriller,3,bahamas|blood splatter|cocaine|hairy chest|shark,1,1,0,1,0,0,0,0,0,0,0,0,1,2805,Shane Hurlbut,Columbia Pictures Corporation
The Relic,13081,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,5.7,40000000,10,Jan,1997,110,English,UK,R,2.35,Paramount Pictures,97,Peter Hyams,John Kapelos,5272,Penelope Ann Miller,1319,Chi Muoi Lo,30813,Color,Horror|Mystery|Sci-Fi|Thriller,0,fire|helicopter|museum|police sergeant|relic,0,0,1,1,0,0,0,0,1,0,0,0,0,6705,Peter Hyams,British Broadcasting Corporation (BBC)
Maurice,13103,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1,7.8,2600000,18,Sep,1987,140,English,UK,R,1.66,Cohen Media Group,63,James Ivory,Rupert Graves,5006,Denholm Elliott,7608,Simon Callow,6006,Color,Drama|Romance,1,homosexuality|love|male full frontal nudity|male rear nudity|one word title,0,0,0,0,0,1,0,0,0,1,0,0,0,8296,Pierre Lhomme,Merchant Ivory Productions
"Welcome Home, Roscoe Jenkins",13111,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,5.3,35000000,8,Feb,2008,114,English,USA,PG-13,1.85,Universal Pictures,4,Malcolm D. Lee,Mo'Nique,11500,Mike Epps,7445,Cedric the Entertainer,3346,Color,Comedy|Drama|Romance,3,african american protagonist|comma in title|four word title|name in title|talk show host,0,0,0,0,0,1,0,0,0,1,0,0,0,11263,Greg Gardiner,Universal Pictures
Joyeux Noel,13151,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,7.8,22000000,11,Nov,2005,116,French,France,PG-13,2.35,Playtime,70,Christian Carion,Gary Lewis,6310,Dany Boon,14828,Ian Richardson,15552,Color,Drama|History|Music|Romance|War,0,christmas|no man's land|soldier|trench|world war one,0,0,0,0,1,1,0,0,0,1,1,0,0,13725,Walther van den Ende,Nord-Ouest Productions
The Neon Demon,13162,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,7,7000000,24,Jun,2016,118,English,France,R,2.35,Gaumont,880,Nicolas Winding Refn,Keanu Reeves,181,Bella Heathcote,694,Charles Baker,5812,Color,Horror|Thriller,2,beauty|cannibalism|fashion|lesbian|model,0,0,0,1,0,0,0,0,1,0,0,0,0,1289,Natasha Braier,Space Rocket Nation
My Life in Ruins,13165,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,5.9,17000000,5,Jun,2009,98,English,USA,PG-13,1.85,Echo Bridge Entertainment,79,Donald Petrie,Nia Vardalos,603,Harland Williams,4121,Rachel Dratch,4937,Color,Comedy|Romance,1,greece|greek|tour bus|tour guide|tourist,0,0,0,0,0,1,0,0,0,0,0,0,0,12302,Jose Luis Alcaine,26 Films
Are We There Yet?,13175,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,4.6,32000000,21,Jan,2005,95,English,USA,PG,1.85,Sony Pictures Entertainment (SPE),22,Brian Levant,Nia Long,2303,Tracy Morgan,10211,Jay Mohr,7083,Color,Adventure|Comedy|Family|Romance,2,car fire|children|cockroach|independent film|new year,0,1,0,0,0,1,0,0,0,0,0,0,0,10520,Thomas E. Ackerman,Revolution Studios
Thirteen Conversations About One Thing,13219,http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1,7.1,4500000,5,Jul,2002,104,English,USA,R,1.85,Sony Pictures Classics,32,Jill Sprecher,Matthew McConaughey,273,Rob McElhenney,1863,Amy Irving,4198,Color,Drama,2,attorney|happiness|house cleaner|physics|professor,0,0,0,0,0,0,0,0,0,1,0,0,0,26654,Dick Pope,Stonelock Pictures
A Serious Man,13220,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,7,7000000,6,Nov,2009,106,English,USA,R,1.85,Focus Features,1960,Ethan Coen,Michael Stuhlbarg,683,Fred Melamed,13494,Peter Breitmayer,33193,Color,Comedy|Drama,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,0,0,0,0,0,0,0,0,0,1,0,0,0,3341,Roger Deakins,Focus Features
Autumn in New York,13260,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,5.5,40000000,11,Aug,2000,103,English,USA,PG-13,1.85,Metro-Goldwyn-Mayer Distributing Corporation (MGM),31,Joan Chen,J.K. Simmons,1304,Sam Trammell,6955,Elaine Stritch,9527,Color,Drama|Romance,2,may december romance|new york|new york city|rockefeller center|title directed by female,0,0,0,0,0,1,0,0,0,1,0,0,0,10217,Changwei Gu,Metro-Goldwyn-Mayer (MGM)
When the Game Stands Tall,13271,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,6.7,15000000,22,Aug,2014,115,English,USA,PG,1.85,Sony Pictures Releasing,179,Thomas Carter,Jessie T. Usher,6187,Matthew Daddario,2658,Ser'Darius Blain,8754,Color,Drama|Family|Sport,0,coach|high school football,0,0,0,0,0,0,0,1,0,1,0,0,0,9681,Michael Lohmann,Affirm Films
Six-String Samurai,13293,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,6.7,2000000,18,Sep,1998,91,English,USA,PG-13,1.85,Alpha Media,10,Lance Mungia,Jeffrey Falcon,63253,Stephane Gauger,344026,Kim De Angelo,2691592,Color,Action|Adventure|Comedy|Drama|Music|Sci-Fi,1,boy|guitar|orphan|rock 'n' roll|sword,1,1,1,0,1,0,0,0,0,1,0,0,0,26684,Kristian Bernier,HSX Films
Insomnia,13300,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,7.2,46000000,24,May,2002,118,English,USA,R,2.35,Warner Bros.,620,Christopher Nolan,Al Pacino,516,Maura Tierney,998,Crystal Lowe,5322,Color,Drama|Mystery|Thriller,0,detective|insomnia|murder|partner|police,0,0,0,1,0,0,0,0,0,1,0,0,0,3091,Wally Pfister,Alcon Entertainment
Don Jon,13320,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,6.6,3000000,27,Sep,2013,90,English,USA,R,2.35,Relativity Media,1285,Joseph Gordon-Levitt,Joseph Gordon-Levitt,674,Scarlett Johansson,114,Tony Danza,94,Color,Comedy|Drama|Romance,1,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,0,0,0,0,0,1,0,0,0,1,0,0,0,1492,Thomas Kloss,Voltage Pictures
Switchback,13328,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,6.4,37000000,17,Oct,1997,118,English,USA,R,2.35,Paramount Pictures,3,Jeb Stuart,Gregory Scott Cummins,7220,Claudia Stedelin,90737,Ted Markland,33051,Color,Crime|Mystery|Thriller,1,deputy|fbi agent|knife held to throat|serial killer|sheriff,0,0,0,1,0,0,0,0,0,0,0,0,1,13635,Oliver Wood,Pacific Western
Escape from L.A.,13335,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,5.7,50000000,9,Aug,1996,101,English,USA,R,2.35,Paramount Pictures,153,John Carpenter,Steve Buscemi,1366,Valeria Golino,3415,Michelle Forbes,2229,Color,Action|Adventure|Sci-Fi|Thriller,0,escape|island|los angeles california|machismo|president's daughter,1,1,1,1,0,0,0,0,0,0,0,0,0,4692,Gary B. Kibbe,Paramount Pictures
Act of Valor,13356,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,6.5,12000000,24,Feb,2012,110,English,USA,R,2.35,FilmNation Entertainment,1178,Mike McCoy,Alex Veadov,23317,Jason Cottle,57268,Rorke Denver,46047,Color,Action|Adventure|Drama|Thriller|War,0,mission|navy seal|terrorist|torture|valor,1,1,0,1,0,0,0,0,0,1,1,0,0,5702,Shane Hurlbut,Relativity Media
I Am Sam,13358,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,7.6,22000000,25,Jan,2002,132,English,USA,PG-13,1.85,New Line Cinema,330,Jessie Nelson,Dianne Wiest,4137,Loretta Devine,4722,Richard Schiff,2850,Color,Drama,0,child custody|custody battle|disability|mentally impaired man|single father,0,0,0,0,0,0,0,0,0,1,0,0,0,4618,Elliot Davis,New Line Cinema
The Best Man,13364,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,6.7,9000000,22,Oct,1999,120,English,USA,R,1.85,Universal Pictures,422,Malcolm D. Lee,Harold Perrineau,3683,Sanaa Lathan,547,Jarrod Bunch,57754,Color,Comedy|Drama,6,african american|bachelor party|brooklyn bridge|family relationships|stripper,0,0,0,0,0,0,0,0,0,1,0,0,0,11460,Frank Prinzi,40 Acres & A Mule Filmworks
